cv_id,job_id,relevance,reason
MER00043I2,JOB_MER0003PNG,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00043I2,JOB_MER00042Z0,1,"Candidate has relevant education in Computer Science (Automotive Technology) and programming skills, making them a strong candidate for the training position."
MER00043I2,JOB_MER0003NBY,0,"Lacks relevant technical skills and experience for industrial mechanics position, with no mentioned background in mechanical engineering or manufacturing systems."
MER00043I2,JOB_MER00043R5,0,"The candidate lacks relevant technical skills and experience in body and vehicle construction, which is a crucial requirement for this job."
MER00043I2,JOB_MER00043R1,0,"Lack of experience in electric vehicles, mechatronics engineering, and high-voltage technology. Only relevant skills mentioned are programming languages (Python, C++, Java) and familiarity with IT environments."
MER00043I2,JOB_MER0003NUV,0,"Candidate lacks relevant technical skills and experience in automotive technology, and the job requires hands-on training and expertise in body maintenance technology."
MER00043I2,JOB_MER00043QA,0,"Job requires full-time work experience, but the candidate is a part-time working student. The job duties also involve inspecting and verifying welded joints, which may not be directly related to the candidate's skills in programming languages and software tools."
MER00043I2,JOB_MER0003TE5,1,"Candidate has a strong background in Computer Science and Automotive Technology, relevant skills in programming languages, operating systems, and software tools. The job requires experience with embedded SW development, testing, and virtualization tools, which the candidate can realistically develop."
MER00043I2,JOB_MER0003T8G,0,"The candidate lacks experience in equipment management and production operations, which are essential for the Equipment Manager role at Mercedes-Benz Manufacturing Hungary Kft."
MER00043I2,JOB_MER0003UJ0,0,"Candidate lacks experience in automotive body repair and rework, as well as sheet metal finishing techniques. Their skills are more relevant to software development and IT environments."
MER00043I2,JOB_MER000418L,1,"Candidate meets the requirements for an internship in Program Steering, including relevant skills and education. Their background in Computer Science (Automotive Technology) aligns with the company's focus on automotive systems."
MER00043I2,JOB_MER000404I,0,"Lack of experience in full-stack development and microservice-based architecture, despite some familiarity with Python and IT environments."
MER00043I2,JOB_MER000404E,0,"Lack of C# experience and .NET expertise, despite relevant programming skills in Python, Java, and C++."
MER00043I2,JOB_MER0003ZP6,0,"Candidate lacks experience in CAD customization and Siemens NX, which are crucial skills for the job. Only relevant experience in programming languages (Python, C++, Java) is mentioned."
MER00043I2,JOB_MER000435L,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00043I2,JOB_MER0003Z0J,0,"Although the candidate has programming skills and a degree in Computer Science, their experience is limited to part-time working student work and they are currently studying for the 4th semester. The job requires significant experience in IT, specifically with Java, Spring Boot, and other frameworks mentioned."
MER00043I2,JOB_MER00040VT,0,"Candidate lacks direct experience in Azure architecture, and the job requires strong expertise in Azure networking, VNET, NSG, private link, DNS, WAF, AKS, Kubernetes ecosystem, PaaS security hardening, identity access management, cloud security frameworks, and compliance. The candidate's skills are more geared towards general IT environments."
MER00043I2,JOB_MER0003Y4X,0,"Candidate lacks 6 years of experience in software development, key requirement for the Senior Tech Lead role."
MER00043I2,JOB_MER0003SBL,1,"Candidate has relevant skills and education for the Java backend development role, with experience in Spring Boot, Kotlin, and Angular. Their background in Computer Science (Automotive Technology) aligns with the job's focus on automated driving and driving assistance systems."
MER00043I2,JOB_MER0003PMN,0,"Lacks experience in production-level development and operations on cloud platforms, specifically AWS or Azure. Only relevant skills for data infrastructure operation are mentioned."
MER00043I2,JOB_MER00043UE,1,"The candidate has relevant skills in Java, Spring Boot, and microservices, and is currently studying Computer Science with a focus on Automotive Technology, which aligns with the job's requirements. Their experience in agile scrum and proficiency in German are also beneficial for the role."
MER00043I2,JOB_505156,0,"The candidate lacks relevant accounting experience and expertise, despite having a degree in Computer Science (Automotive Technology). The job requires extensive knowledge of financial reporting guidelines, SAP systems, and accounting policies, which the candidate does not appear to possess."
MER00043I2,JOB_504229,0,"Lack of relevant skills in accounting and finance, with no experience in IFRS monthly closing and reporting activities."
MER00043I2,JOB_504230,0,"Lack of relevant skills and experience for accounting team lead role, with no direct connection to finance or IT auditing."
MER00043I2,JOB_MER0003S4Y,0,Candidate is not suitable for this full-time job as a part-time working student with limited work experience and no direct connection to Mercedes-Benz AG.
MER00043I2,JOB_MER0003S8I,0,"Candidate lacks relevant experience in cloud security, penetration testing, and ITIL, which are essential for the Information Security Consultant role."
MER00043I2,JOB_502282,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00043I2,JOB_503304,0,"Lack of experience in DevOps, IaC, and AWS required for the job. Only 2-5 years of work experience is mentioned on the CV."
MER00043I2,JOB_MER00042QP,0,"Lacks direct experience in automated driving and driving assistance systems, and the job requires a dual study program, which may not align with the candidate's current part-time working status."
MER00043I2,JOB_502623,0,"The candidate lacks experience in bridging machine learning research and production environments, as well as background in building systems that operate in or interact with the physical world."
MER00043I2,JOB_MER0003TJ8,0,"The candidate's expertise in programming languages, software tools, and IT environments is not directly applicable to the Business Intelligence (Data Scientist) role, which requires strong domain knowledge in finance/controlling and expertise in AI and gen AI algorithms."
MER00043I2,JOB_MER00041K9,1,"Candidate has relevant education in Computer Science (Automotive Technology), programming languages and software tools, which aligns with the job requirements. Additionally, the candidate's summary highlights a strong affinity for IT and pragmatism, suggesting they could be a good fit for the role."
MER00043I2,JOB_MER00042FN,0,"Job requires full-time experience, but candidate is a part-time working student."
MER00043I2,JOB_MER00043CA,1,"The candidate's degree in Computer Science (Automotive Technology) and relevant courses, such as Software Development and Operating Systems, align with the job requirements. Additionally, their programming skills in Python, C++, and Java, as well as their experience with MS Office, Git, and Jira, demonstrate potential for the role."
MER00043I2,JOB_MER0003X69,0,"Although the candidate has relevant skills like programming languages, operating systems, and software tools, the job description focuses on full-time experience in EDU system development for electric vehicles, which is not mentioned in the CV. The candidate is a part-time working student with no direct experience in this field."
MER00043I2,JOB_MER0003YEB,0,"Lacks experience in automotive software product development, vehicle E/E architecture and OTA updates. Not enough experience with Azure and Docker."
MER00043I2,JOB_MER00043JA,0,"Lack of full-time experience and expertise in GoLang, Kubernetes, and CloudOps, despite having skills relevant to the role"
MER00043I2,JOB_504936,0,"No relevant experience in sales, automation drive systems or discrete oem industries; degree in Computer Science (Automotive Technology) does not match job requirements."
MER00043I2,JOB_502034,0,"Lacks hands-on experience with emulation hardware, a crucial requirement for the Emulation Field Support Engineer role. While the candidate has relevant education and skills in Computer Science (Automotive Technology), they don't have direct experience in emulation hardware support."
MER00043I2,JOB_490825,0,"Lack of experience in cybersecurity, the required minimum 3 years professional experience is not met."
MER00043I2,JOB_501821,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00043I2,JOB_504860,0,"Job requires expertise in cloud operations, DevOps, and Linux OS, which is not explicitly mentioned in the candidate's CV. Additionally, the job demands significant experience (10-15 years) that exceeds the candidate's current education stage."
MER00043I2,JOB_504744,0,"Candidate lacks experience with NX CAD application and preferred skills, and is currently studying for the 4th semester (2026/2027) instead of having a degree."
MER00043I2,JOB_502524,0,"The candidate lacks experience with NX CAD application and PLM, which is a significant requirement for the job. Although they have basic knowledge of C++ and Python, it's not enough to be considered relevant for this role."
MER00043I2,JOB_496730,0,"Lack of experience in sales, partner management, and CRM tools. While the candidate has skills relevant to a technical role, they do not match the requirements for this specific job."
MER00043I2,JOB_500587,0,"Job requires full-time work, but candidate is currently a part-time working student with a degree in Computer Science. This gap between job requirements and candidate profile makes the candidate unsuitable for this role."
MER00043I2,JOB_501607,0,"Job requires working in a production site with specific automation tools, which doesn't align with the candidate's current part-time working student status."
MER00043I2,JOB_502465,0,"Lacks relevant experience in manufacturing and production, with a focus on automotive technology. While possessing programming skills, the job requires more specialized knowledge of industrial environments and maintenance."
MER00043I2,JOB_502275,0,"Job requires a 2-year apprenticeship in a specific location, but the candidate is only mentioned as studying for their 4th semester with expected graduation date in December 2028, indicating they may not meet the deadline."
MER00043I2,JOB_494606,0,"Job requires a degree in Industrial Engineering, Economics or Business Administration, which is not mentioned in the candidate's CV. Additionally, the job involves SAP and ERP tools, but there is no mention of experience with these tools."
MER00043I2,JOB_503452,0,"No experience with C++11/C++14/C++17 required, no mention of algorithms or linear geometry in the CV"
MER00043I2,JOB_502506,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00043I2,JOB_497543,0,"Candidate lacks experience in cloud platforms and deployment of Altair products, which is a key requirement for the job."
MER00043I2,JOB_503949,0,"Candidate's experience in automated driving and driving assistance systems is not mentioned, and they are currently studying for the 4th semester of Computer Science (Automotive Technology), which may not align with the required 5 years of professional experience."
MER00043I2,JOB_503256,0,"Lack of experience in IC design, physical verification, and post layout simulation, as well as semiconductor fabrication processes."
MER00043I2,JOB_503973,0,"Lack of experience in R&D, RTL synthesis and software development at Siemens EDA. Relevant skills are mostly in automotive technology and programming languages."
MER00043I2,JOB_503931,0,"Lack of experience in manufacturing, automation technology, and process engineering. Relevant skills are in IT and programming."
MER00043I2,JOB_504812,0,"Lack of relevant technical skills for subassembly fitter role, with no experience in manufacturing or mechatronics. Only programming languages and software tools mentioned in the CV do not align with job requirements."
MER00043I2,JOB_502111,0,"Job requires experience in automation technology and programming languages such as C++, which is not mentioned in the candidate's CV."
MER00043I2,JOB_502112,0,"Although the candidate has relevant technical skills, their background in Computer Science (Automotive Technology) is not directly applicable to the Industrial Engineer role at Siemens SIBIU S.R.L. The job description focuses on manufacturing and production processes, which may not align with the candidate's education and experience."
MER00043I2,JOB_502248,0,"No direct experience with servo, linear & torque motors or motion control systems. Also, the job requires a Master's degree in Mechanical Engineering or Mechatronics, while the candidate only has a Bachelor's degree."
MER00043I2,JOB_503650,0,"The candidate's skills and experience do not align with the job requirements, as they lack relevant experience in strategic procurement of raw materials, electronics, and mechanical components."
MER00043I2,JOB_501932,0,"The candidate lacks relevant experience in automated driving and driving assistance systems, as well as material planning and logistics, which are crucial for this role. Their education and skills are not directly related to the job requirements."
MER00043I2,JOB_503967,0,"Candidate lacks experience in HPC simulation environments and large-scale distributed systems, as well as expertise in cloud-based HPC environments, Linux, and automation tools required for the job."
MER00043I2,JOB_503968,0,"Lack of relevant experience in HPC simulation environments and cloud-based systems, as well as skills in Linux, containerization, and automation tools."
MER00043I2,JOB_503958,0,"Candidate lacks experience with SAP PLM and Teamcenter, which are specific software tools required for the job."
MER00043I2,JOB_502388,0,"Lacks experience in sales and technical account management; skills do not align with job requirements (Software development expertise, but no mention of industry-specific knowledge)"
MER00043I2,JOB_502098,0,"Lack of experience in semiconductor manufacturing, simulation methodologies, and leading edge technology areas (TCAD, DTCO), which are critical for this role."
MER00043I2,JOB_502757,0,"The candidate's skills and experience do not match the job requirements, particularly the lack of experience with NX CAM software and manufacturing courses."
MER00043I2,JOB_502745,0,"The candidate lacks direct experience with NX CAM and manufacturing technologies, which is a key requirement for the role."
MER00043I2,JOB_499795,0,"The job description focuses on software development for NX CAD products, while the candidate's skills are more general and not specifically tailored to this area."
MER00043I2,JOB_499798,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00043I2,JOB_504244,0,"Job requires data analysis, market intelligence, and social media expertise, but candidate's CV highlights skills in IT environments and software development with a focus on automotive technology, lacking direct experience in business data analytics or related fields."
MER00043I2,JOB_503458,0,"Lack of experience in IC design and system design, with only courses mentioned in the CV. The job requires a strong background in 3D-IC Solutions Sales Japan."
MER00043I2,JOB_501797,0,Lack of experience in EDAsimulation circuit analysis or related scientific engineering domains
MER00043I2,JOB_502357,0,"Lacks experience in learning and competence management, training, or adult education. Skillset is not directly related to the job requirements."
MER00043I2,JOB_491710,0,"Candidate lacks experience with low-code platforms, manufacturing industries, and Siemens Xcelerator portfolio tools."
MER00043I2,JOB_MER0003ZNA,1,"The candidate's skills in programming languages, operating systems, software tools, and problem-solving align with the job requirements. Their experience in IT environments is also relevant to the role."
MER00043I2,JOB_MER00042ZK,0,"Although candidate has relevant technical skills, the job description emphasizes advanced analytics and AI in purchasing, whereas their CV highlights expertise in automotive technology and programming languages. The job requirements also include managing procurement and strategizing negotiations, which may not be directly applicable to the candidate's experience."
MER00043I2,JOB_MER00043MV,1,"Candidate meets most of the job requirements, specifically relevant skills and experience. However, some minor details about specific tools and technologies are unclear."
MER00043I2,JOB_MER00041GW,1,"Candidate has relevant skills in programming languages, operating systems, and software tools. They also have experience with IT environments, problem-solving skills, and analytical thinking, which are valuable for the Drive Systems Cyber Security Engineer role."
MER00043I2,JOB_MER00041VD,0,"Lack of experience in thermal management systems and thermal testing, despite having a degree in Automotive Technology."
MER00043I2,JOB_MER00043O2,0,"Lacks required technical expertise in powertrain system design, calibration testing, and validation; only mentions familiarity with xev powertrain system development process"
MER00041FN,JOB_MER00043I2,0,"Candidate lacks specific experience in autonomous driving and assistance systems, which is a critical aspect of the job description."
MER00041FN,JOB_MER00041FN,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00041FN,JOB_MER0003THB,0,"Candidate lacks experience in AI/ML, Data Engineering, and Cloud Platforms, which are crucial for the Software Engineer (Data & AI) role."
MER00041FN,JOB_MER00040G3,1,"Candidate has relevant experience in automotive engineering, diagnostics, and CAD software. The job description aligns with their skills and experience."
MER00041FN,JOB_MER000440T,1,"Candidate has relevant experience in CAD software, Research and Development, and Automotive Design. They have worked on projects related to design modification, fine-tuning, and prototyping, which aligns with the requirements of the job."
MER00041FN,JOB_MER0003WC2,0,"Lack of experience in ADAS system development, Automotive Engineering, and Project Management, which are critical for the Active Safety Customer Function Owner role."
MER00041FN,JOB_494743,0,"Lack of relevant experience in management consulting, strategy, and digital transformation. Candidate's background is in automotive engineering and research design."
MER00041FN,JOB_505890,0,"Lack of direct experience in AI and agentic systems, despite having relevant mechanical engineering background."
MER00041FN,JOB_504994,0,"The candidate's experience in Mechanical Engineering and Research & Development is not directly related to the Senior Consultant role in Artificial Intelligence. Although they have worked with CAD software, there is no evidence of experience with AI, machine learning, or data science."
MER00041FN,JOB_MER00042W1,0,"Lacks experience in exterior attachments and MB.EA-L SUVs specifically, despite having a strong background in automotive design and R&D."
MER00041FN,JOB_MER00040PN,0,"The candidate lacks relevant experience in labor and social law, and their background is in Mechanical Engineering and automotive design, which doesn't align with the job requirements."
MER00041FN,JOB_MER00043WJ,0,Lack of automotive manufacturing experience and electronics knowledge. Candidate's skills are more aligned with Research and Development roles.
MER00041FN,JOB_MER00043NP,1,"Candidate has relevant work experience in automotive design and prototyping, as well as CAD software skills, which align with the requirements of the Assembly Intern position."
MER00041FN,JOB_MER00043AJ,0,"Lack of experience in exhaust gas turbocharging and specific expertise for Otto engine development, despite relevant skills in CAD software and automotive design."
MER00041FN,JOB_MER0003N2B,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00041FN,JOB_MER00043EC,0,"Lack of experience in die casting and chill casting, as well as no direct connection to Mercedes-Benz's production processes."
MER00041FN,JOB_MER00043CU,0,"Candidate lacks direct experience in electric vehicles, alternative drives, and high-voltage technology, which are key requirements for the job."
MER00041FN,JOB_MER0003PNG,1,"Candidate has relevant experience in automotive design, CAD software, and research, which aligns with the job requirements. Additionally, their skills in mechanical engineering, problem-solving, and analytical skills are also applicable to this role."
MER00041FN,JOB_MER00042Z0,0,"Candidate lacks hands-on experience in vehicle mechatronics and electrical systems, but has a strong background in CAD software and automotive engineering."
MER00041FN,JOB_MER0003NBY,0,"Lack of experience in automated production systems, robotics, and manufacturing process control. The candidate's expertise lies in automotive design and CAD software."
MER00041FN,JOB_MER00043R5,0,"Lack of direct experience in body and vehicle construction mechanics, despite having experience in automotive design and prototyping. Relevant skills for the role are CAD software proficiency, but not directly applicable to this position."
MER00041FN,JOB_MER00043R1,1,"The candidate has experience in automotive design, CAD software, and research, which aligns with the job requirements. Additionally, their skills in mechanical engineering and problem-solving can be valuable in a vehicle mechatronics technician role."
MER00041FN,JOB_MER0003NUV,1,"Candidate has experience in automotive design, CAD software, and research, which aligns with the job requirements. Their skills in mechanical engineering and problem-solving also match the job description."
MER00041FN,JOB_MER00043QA,0,"Candidate lacks experience in spot welding, ultrasonic testing, and specific manufacturing processes required for the Body Shop Operator - Door Adjuster role."
MER00041FN,JOB_MER0003TE5,1,"Candidate has relevant experience in automotive design, CAD software, and research, which aligns with the job requirements for Senior Program Manager - Virtual Integration."
MER00041FN,JOB_MER0003T8G,0,"Lack of direct experience in equipment management and supervision of production equipment, despite having experience in automotive design and prototyping."
MER00041FN,JOB_MER0003UJ0,1,"Candidate has relevant experience in automotive design, CAD software, and manufacturing setting. The required skills such as paintless dent repair, metal finishing techniques, and sheet metal expertise align with the job description."
MER00041FN,JOB_MER000418L,1,"Candidate has relevant experience in automotive design, CAD software, and research and development, which aligns with the internship requirements."
MER00041FN,JOB_MER000404I,1,"Although candidate's background is in Mechanical Engineering, the job description does not mention any specific mechanical engineering skills or experience. However, their strong analytical and problem-solving skills from their CAD software experience could be transferable to backend development."
MER00041FN,JOB_MER000404E,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00041FN,JOB_MER0003ZP6,1,"Candidate has experience in CAD customization using NX, SolidWorks, and CATIA, which is relevant to the job requirement. Additionally, their education and work experience align with the required qualifications."
MER00041FN,JOB_MER000435L,0,"Lack of relevant experience in product management, AI/ML platforms, and developer tools. Candidate's expertise is more aligned with automotive design and research."
MER00041FN,JOB_MER0003Z0J,1,"Candidate has relevant experience in Research and Development, CAD software, and automotive design, which aligns with the job requirements for Tech Lead at Mercedes-Benz R&D India Private Limited."
MER00041FN,JOB_MER00040VT,0,"Candidate lacks relevant experience in cloud architecture, with no mention of Azure or cloud security expertise in the CV."
MER00041FN,JOB_MER0003Y4X,1,"Although the candidate has strong technical skills, their background in automotive engineering and CAD software may not align with the senior full stack developer role. However, considering the lack of detailed information on relevant experience and skills for cloud native applications, I made an educated decision to mark as relevant."
MER00041FN,JOB_MER0003SBL,1,"Candidate has strong experience in automotive design and development, CAD software, and Mercedes-Benz standards, which aligns with the job requirements. Their skills in Java, Spring Boot, and Angular also match the job requirements."
MER00041FN,JOB_MER0003PMN,1,"Candidate has relevant experience in research and development, automotive design, and CAD software. Their skills in NX, SolidWorks, Autocad, and Catia CAD software align with the job requirements."
MER00041FN,JOB_MER00043UE,0,"Candidate lacks experience in Java full stack, microservices, and Agile Scrum development, which are crucial for the Full Stack with Java Microservices role at Mercedes-Benz Research and Development India Private Limited."
MER00041FN,JOB_505156,0,"Lack of finance expertise and experience in accounting and value flow leadership. The candidate's background is in mechanical engineering and research design, which may not align with the requirements of this role."
MER00041FN,JOB_504229,0,"Lack of relevant experience in finance, accounting, or a related field. While the candidate has experience in research and development, automotive design, and CAD software, their skills do not align with the requirements of the Accounting Professional role at Siemens Limited."
MER00041FN,JOB_504230,0,Lack of relevant accounting experience and financial expertise. The candidate's background in mechanical engineering and automotive design is not aligned with the requirements of an Accounting team lead position.
MER00041FN,JOB_MER0003S4Y,0,"Lacks experience in AI Security and Cybersecurity, with only a strong background in Mechanical Engineering and Automotive Design. Not suitable for this role."
MER00041FN,JOB_MER0003S8I,0,"Candidate lacks relevant IT/Telecommunications experience and certifications, despite having a mechanical engineering background."
MER00041FN,JOB_502282,0,"Lack of relevant skills in Cybersecurity, the candidate's expertise in Mechanical Engineering and CAD software is not applicable to the job."
MER00041FN,JOB_503304,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00041FN,JOB_MER00042QP,0,"Lack of relevant technical skills for Business Informatics/Data Science role, and no direct experience in IT or programming."
MER00041FN,JOB_502623,0,"Lack of relevant technical experience in software development and data/ai, with expertise in automotive design and research. No direct experience with Siemens' products or technology stack."
MER00041FN,JOB_MER0003TJ8,0,"Lack of relevant experience in finance/data science, automotive industry experience is not applicable to the Business Intelligence role."
MER00041FN,JOB_MER00041K9,0,"Lack of experience in data engineering, machine learning, and cloud technologies as required by the job description."
MER00041FN,JOB_MER00042FN,1,"Candidate has experience in automotive product development, CAD software, and research, aligning with the job requirements."
MER00041FN,JOB_MER00043CA,0,"While the candidate has experience in research and development, their skills don't directly align with the job's focus on customer research, software development, machine learning, and data science."
MER00041FN,JOB_MER0003X69,1,"Candidate has experience in Research and Development, CAD software, and Automotive Design, which aligns with the job requirements for EDU System Engineer at Mercedes-Benz Group China Ltd."
MER00041FN,JOB_MER0003YEB,0,"Lack of direct experience in software development and Azure, as well as specific automotive infotainment device experience."
MER00041FN,JOB_MER00043JA,0,"Lack of relevant skills for Backend Web Developer role. No experience in cloud native micro services, DevOps technologies, or programming languages like Golang, Java, Kotlin, Python."
MER00041FN,JOB_504936,0,"Lack of relevant skills in sales, marketing and automation, despite experience in automotive design and prototyping."
MER00041FN,JOB_502034,0,"Lack of experience in emulation hardware support and automation tools, despite having experience with CAD software and automotive design."
MER00041FN,JOB_490825,0,"Lack of direct experience in cybersecurity, security architecture design, and vulnerability management. Although the candidate has a strong background in mechanical engineering and CAD software, their skills are not directly applicable to this role."
MER00041FN,JOB_501821,0,"Lacks required skills for software engineer role, no experience in product development or testing."
MER00041FN,JOB_504860,0,"Lack of relevant technical expertise in cloud, container runtime environments, DevOps, and agile methodologies. Although candidate has experience with CAD software, it is not directly applicable to this role."
MER00041FN,JOB_504744,0,"Candidate lacks relevant technical skills for software programming and testing in CAD application, with no experience in NX Cad Product."
MER00041FN,JOB_502524,0,"Lacks experience in CAD software specifically with NX, and Automotive product development process, which is a key requirement for the role."
MER00041FN,JOB_496730,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00041FN,JOB_500587,0,Lacks relevant experience in production operations and assembly of electronic assemblies and devices; expertise in CAD software is not specifically mentioned as a requirement for the role.
MER00041FN,JOB_501607,0,"Lack of experience in additive fabrication and Fused Deposition Modeling (FDM) processes. While the candidate has experience with CAD software, their skills don't directly align with the requirements of this job."
MER00041FN,JOB_502465,0,"Candidate's skills and experience don't match the job requirements. Lack of experience in production process automation, digitalization, and robotics."
MER00041FN,JOB_502275,0,"Lack of experience in industrial IT and automation programming, not directly applicable to Siemens's production Process Automation department."
MER00041FN,JOB_494606,0,"Lacks direct experience in commodity management, strategic purchasing, and digitalization; only has experience in automotive design and prototyping."
MER00041FN,JOB_503452,0,"Lack of relevant skills, experience in software development and algorithms/maths/linear geometry is not mentioned in the candidate's CV"
MER00041FN,JOB_502506,1,"Candidate has experience in software development, CAD design, and collaboration with cross-functional teams, aligning well with the requirements of a Solution Architect role."
MER00041FN,JOB_497543,1,"Candidate has experience in CAD software, automotive design, and research, which aligns with the job requirements for front-end development and digital continuity multiphysics simulation."
MER00041FN,JOB_503949,0,"Candidate lacks experience in project management, particularly in a R&D context, and does not have any direct experience with Siemens products."
MER00041FN,JOB_503256,1,"Candidate has relevant experience in automotive design, CAD software, and research, which aligns with the job requirements. Additionally, their skills in communication, problem-solving, and analytical skills are also transferable to this role."
MER00041FN,JOB_503973,0,"Lack of RTL design experience and expertise in synthesis tools, despite 5+ years of experience in automotive R&D"
MER00041FN,JOB_503931,1,"The candidate's experience in automotive product development process, design modification, fine-tuning, and prototyping aligns with the job requirements. Their knowledge of CAD software, material selection, tolerance stack-up, manufacturability, durability testing, and simulation results also matches the job description."
MER00041FN,JOB_504812,0,"Lack of experience in manufacturing and assembly processes, as well as specific skills like 5S requirements and quality control, are not mentioned in the candidate's CV."
MER00041FN,JOB_502111,0,"Lack of direct experience with electric motor testing and calibration, and limited knowledge of automation technology and power electronics. While the candidate has experience in CAD software and automotive design, it is not directly applicable to this role."
MER00041FN,JOB_502112,0,"Lacks experience in manufacturing and production process optimization, as well as knowledge of production norms calculation and time studies."
MER00041FN,JOB_502248,1,"Candidate has experience in automotive design, CAD software, and mechanical engineering, which aligns with the job requirements. Additionally, their research experience in automotive components and manufacturing processes demonstrates relevant technical skills."
MER00041FN,JOB_503650,0,"Candidate lacks experience in procurement, SCM, and supply chain logistics, which are critical skills for this role."
MER00041FN,JOB_501932,0,"ERROR: 500, message='Internal Server Error', url='http://ollama-service:11434/api/generate'"
MER00041FN,JOB_503967,0,"Candidate lacks hands-on experience with simcenter HPC, automation tooling (e.g., Ansible, Terraform), and cloud-based HPC environments, despite meeting some requirements."
MER00041FN,JOB_503968,1,"Candidate has strong background in automotive engineering, CAD software skills, and experience with HPC environments, making them a potential fit for the Simcenter HPC- Product Architect role."
MER00041FN,JOB_503958,0,"Lack of relevant experience in Project Management and PLM software, specifically in a manufacturing or production environment."
MER00041FN,JOB_502388,0,"Lack of relevant experience in IT/OT architecture, sales, and technical account management. The candidate's background is primarily in mechanical engineering with limited exposure to software development and business-related roles."
MER00041FN,JOB_502098,0,"Candidate lacks experience in semiconductor manufacturing and advanced simulation methodologies, despite having a strong background in automotive engineering."
MER00041FN,JOB_502757,1,"Candidate has experience in CAD software, particularly NX and SolidWorks, which are relevant to CAM 1. Additionally, their background in automotive engineering could be applicable to a role involving product testing and validation."
MER00041FN,JOB_502745,0,"Lack of direct experience with NX CAM, and limited exposure to similar 3D CAD/CAM software applications."
MER00041FN,JOB_499795,0,"Candidate lacks relevant technical skills and experience for CAD software programming, specifically NX secondary development, in a commercial application setting."
